1, 2077, m, 3025, f, 4172, m, 2002, f, 2077 2052 2047 2045 2005 2002 4172 2139 3025 , m2077 f2052 m2047 (m2045) f2005 f2002 (m4172) f2139 f3025 , MFFDDHDD, 2077 3025, 2002 4172, G1, 2, G-2, 0, 6, 2
302, 2185, m, 2189, f, 3038, m, 2179, f, 2185 2173 2962 2175 2179 3038 2740 3040 2189 , m2185 f2173 (f2962) m2175 f2179 m3038 (m2740) m3040 f2189 , MMSDHFSD, 2185 2189, 2179 3038, G0, 2, G-1, 1, 5, 3
305, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2739 3038 2179 2175 2962 6987 6220 2498 2497 2392 , m2388 f2361 (f2739) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 f2497 f2392 , MMSWFMFSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
306, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2740 3038 2179 2175 2962 6987 6220 2498 2497 2392 , m2388 f2361 (m2740) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 f2497 f2392 , MFSWFMFSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
307, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2739 3038 2179 2175 2962 6988 6220 2498 2497 2392 , m2388 f2361 (f2739) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 f2497 f2392 , MMSWFMMSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
308, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2740 3038 2179 2175 2962 6988 6220 2498 2497 2392 , m2388 f2361 (m2740) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 f2497 f2392 , MFSWFMMSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
309, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2739 3038 2179 2175 2962 6987 6220 2498 2362 2395 , m2398 m3040 (f2739) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 m2362 f2395 , FMSWFMFSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
310, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2740 3038 2179 2175 2962 6987 6220 2498 2362 2395 , m2398 m3040 (m2740) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 m2362 f2395 , FFSWFMFSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
311, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2739 3038 2179 2175 2962 6988 6220 2498 2362 2395 , m2398 m3040 (f2739) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 m2362 f2395 , FMSWFMMSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
312, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2740 3038 2179 2175 2962 6988 6220 2498 2362 2395 , m2398 m3040 (m2740) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 m2362 f2395 , FFSWFMMSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
313, 2185, m, 2189, f, 2187, m, 2183, f, 2185 2173 2183 2187 2264 2739 3040 2189 , m2185 (f2173) f2183 m2187 (m2264) f2739 m3040 f2189 , MDHFDSD, 2185 2189, 2183 2187, G0, 1, G-2, 1, 3, 4
314, 2185, m, 2189, f, 2187, m, 2183, f, 2185 2964 2183 2187 2264 2739 3040 2189 , m2185 (m2964) f2183 m2187 (m2264) f2739 m3040 f2189 , FDHFDSD, 2185 2189, 2183 2187, G0, 1, G-2, 1, 3, 4
315, 2187, m, 2183, f, 2264, m, 2265, f, 2187 2264 2265 6985 2174 2173 2183 , m2187 (m2264) f2265 (m6985) m2174 f2173 f2183 , FWFSDD, 2183 2187, 2264 2265, G1, 0, G-2, 1, 2, 4
316, 2187, m, 2183, f, 2264, m, 2265, f, 2187 2264 2265 6986 2174 2173 2183 , m2187 (m2264) f2265 (f6986) m2174 f2173 f2183 , FWMSDD, 2183 2187, 2264 2265, G1, 0, G-2, 1, 2, 4
317, 2388, m, 2392, f, 2187, m, 2183, f, 2388 2361 2739 2264 2187 2183 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 f2739 (m2264) m2187 f2183 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MMFSWMMFSSDD, 2388 2392, 2183 2187, G2, 1, G-1, 3, 5, 7
318, 2388, m, 2392, f, 2187, m, 2183, f, 2388 2361 2739 2264 2187 2183 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 f2739 (m2264) m2187 f2183 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MMFSWMMMSSDD, 2388 2392, 2183 2187, G2, 1, G-1, 3, 5, 7
319, 2398, m, 2395, f, 2187, m, 2183, f, 2398 3040 2739 2264 2187 2183 2173 2962 6987 6220 2498 2362 2395 , m2398 m3040 f2739 (m2264) m2187 f2183 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , FMFSWMMFSSSD, 2395 2398, 2183 2187, G2, 1, G-1, 3, 5, 7
320, 2398, m, 2395, f, 2187, m, 2183, f, 2398 3040 2739 2264 2187 2183 2173 2962 6988 6220 2498 2362 2395 , m2398 m3040 f2739 (m2264) m2187 f2183 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , FMFSWMMMSSSD, 2395 2398, 2183 2187, G2, 1, G-1, 3, 5, 7
321, 2187, m, 2183, f, 6985, m, 6986, f, 2187 2265 6986 6985 2174 2173 2183 , m2187 f2265 (f6986) (m6985) m2174 f2173 f2183 , MMHSDD, 2183 2187, 6985 6986, G2, 0, G-3, 0, 3, 3
322, 2187, m, 2183, f, 6985, m, 6986, f, 2187 2265 6985 6986 2174 2173 2183 , m2187 f2265 (m6985) (f6986) m2174 f2173 f2183 , MFWSDD, 2183 2187, 6985 6986, G2, 0, G-3, 0, 3, 3
325, 2185, m, 2189, f, 2264, m, 2265, f, 2185 2173 2174 6985 2265 2264 2739 3040 2189 , m2185 f2173 m2174 (m6985) f2265 (m2264) f2739 m3040 f2189 , MFFDHDSD, 2185 2189, 2264 2265, G2, 1, G-3, 0, 5, 3
326, 2185, m, 2189, f, 2264, m, 2265, f, 2185 2173 2174 6986 2265 2264 2739 3040 2189 , m2185 f2173 m2174 (f6986) f2265 (m2264) f2739 m3040 f2189 , MFMDHDSD, 2185 2189, 2264 2265, G2, 1, G-3, 0, 5, 3
327, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2739 3040 2189 2185 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 (f2739) m3040 f2189 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MMSDHMMFSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
328, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2740 3040 2189 2185 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 (m2740) m3040 f2189 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MFSDHMMFSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
329, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2739 3040 2189 2185 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 (f2739) m3040 f2189 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MMSDHMMMSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
330, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2740 3040 2189 2185 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 (m2740) m3040 f2189 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MFSDHMMMSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
331, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3040 2189 2185 2173 2962 6987 6220 2498 2362 2395 , m2398 (m3040) f2189 m2185 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , FDHMMFSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
332, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3042 2189 2185 2173 2962 6987 6220 2498 2362 2395 , m2398 (f3042) f2189 m2185 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , MDHMMFSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
333, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3040 2189 2185 2173 2962 6988 6220 2498 2362 2395 , m2398 (m3040) f2189 m2185 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , FDHMMMSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
334, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3042 2189 2185 2173 2962 6988 6220 2498 2362 2395 , m2398 (f3042) f2189 m2185 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , MDHMMMSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
335, 2213, m, 2217, f, 2210, m, 2186, f, 2213 2171 2173 2186 2210 2436 2220 2217 , m2213 m2171 (f2173) f2186 m2210 (m2436) f2220 f2217 , FMDHFDD, 2213 2217, 2186 2210, G1, 1, G-1, 1, 4, 3
336, 2213, m, 2217, f, 2210, m, 2186, f, 2213 2171 2173 2186 2210 2437 2220 2217 , m2213 m2171 (f2173) f2186 m2210 (f2437) f2220 f2217 , FMDHMDD, 2213 2217, 2186 2210, G1, 1, G-1, 1, 4, 3
337, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2436 2210 2186 2173 2363 2399 , m2404 f2220 (m2436) m2210 f2186 (f2173) m2363 f2399 , MFSWMSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
338, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2437 2210 2186 2173 2363 2399 , m2404 f2220 (f2437) m2210 f2186 (f2173) m2363 f2399 , MMSWMSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
339, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2436 2210 2186 2964 2363 2399 , m2404 f2220 (m2436) m2210 f2186 (m2964) m2363 f2399 , MFSWFSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
340, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2437 2210 2186 2964 2363 2399 , m2404 f2220 (f2437) m2210 f2186 (m2964) m2363 f2399 , MMSWFSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
341, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2436 2210 2186 2173 2174 6985 2265 2608 2267 2460 , m2458 m2438 (m2436) m2210 f2186 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 , FFSWMFFDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
342, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2437 2210 2186 2173 2174 6985 2265 2608 2267 2460 , m2458 m2438 (f2437) m2210 f2186 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 , FMSWMFFDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
343, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2436 2210 2186 2173 2174 6986 2265 2608 2267 2460 , m2458 m2438 (m2436) m2210 f2186 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 , FFSWMFMDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
344, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2437 2210 2186 2173 2174 6986 2265 2608 2267 2460 , m2458 m2438 (f2437) m2210 f2186 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 , FMSWMFMDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
345, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2436 2210 2186 2173 2174 2176 2465 , m2462 f2220 (m2436) m2210 f2186 f2173 (m2174) m2176 f2465 , MFSWMFSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
346, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2437 2210 2186 2173 2174 2176 2465 , m2462 f2220 (f2437) m2210 f2186 f2173 (m2174) m2176 f2465 , MMSWMFSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
347, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2436 2210 2186 2173 2962 2176 2465 , m2462 f2220 (m2436) m2210 f2186 f2173 (f2962) m2176 f2465 , MFSWMMSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
348, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2437 2210 2186 2173 2962 2176 2465 , m2462 f2220 (f2437) m2210 f2186 f2173 (f2962) m2176 f2465 , MMSWMMSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
349, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2174 2173 2186 2210 2437 2835 2861 2557 2490 , m2489 m2176 (m2174) f2173 f2186 m2210 f2437 (m2835) f2861 f2557 f2490 , FFDDHMFDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
350, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2174 2173 2186 2210 2437 2836 2861 2557 2490 , m2489 m2176 (m2174) f2173 f2186 m2210 f2437 (f2836) f2861 f2557 f2490 , FFDDHMMDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
351, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2962 2173 2186 2210 2437 2835 2861 2557 2490 , m2489 m2176 (f2962) f2173 f2186 m2210 f2437 (m2835) f2861 f2557 f2490 , FMDDHMFDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
352, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2962 2173 2186 2210 2437 2836 2861 2557 2490 , m2489 m2176 (f2962) f2173 f2186 m2210 f2437 (f2836) f2861 f2557 f2490 , FMDDHMMDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
353, 2210, m, 2186, f, 2709, m, 2754, f, 2210 2436 2711 2709 2754 2265 6985 2174 2173 2186 , m2210 m2436 (m2711) m2709 f2754 f2265 (m6985) m2174 f2173 f2186 , FFSWMFSDD, 2186 2210, 2709 2754, G1, 1, G-1, 2, 4, 5
354, 2210, m, 2186, f, 2709, m, 2754, f, 2210 2436 2712 2709 2754 2265 6985 2174 2173 2186 , m2210 m2436 (f2712) m2709 f2754 f2265 (m6985) m2174 f2173 f2186 , FMSWMFSDD, 2186 2210, 2709 2754, G1, 1, G-1, 2, 4, 5
355, 2210, m, 2186, f, 2709, m, 2754, f, 2210 2436 2711 2709 2754 2265 6986 2174 2173 2186 , m2210 m2436 (m2711) m2709 f2754 f2265 (f6986) m2174 f2173 f2186 , FFSWMMSDD, 2186 2210, 2709 2754, G1, 1, G-1, 2, 4, 5
356, 2210, m, 2186, f, 2709, m, 2754, f, 2210 2436 2712 2709 2754 2265 6986 2174 2173 2186 , m2210 m2436 (f2712) m2709 f2754 f2265 (f6986) m2174 f2173 f2186 , FMSWMMSDD, 2186 2210, 2709 2754, G1, 1, G-1, 2, 4, 5
357, 2762, m, 2757, f, 2210, m, 2186, f, 2762 2441 2433 2436 2210 2186 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) m2210 f2186 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMFSWMFFDDSD, 2757 2762, 2186 2210, G2, 1, G-1, 3, 5, 7
358, 2762, m, 2757, f, 2210, m, 2186, f, 2762 2441 2433 2437 2210 2186 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) m2210 f2186 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMMSWMFFDDSD, 2757 2762, 2186 2210, G2, 1, G-1, 3, 5, 7
359, 2762, m, 2757, f, 2210, m, 2186, f, 2762 2441 2433 2436 2210 2186 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) m2210 f2186 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMFSWMFMDDSD, 2757 2762, 2186 2210, G2, 1, G-1, 3, 5, 7
360, 2762, m, 2757, f, 2210, m, 2186, f, 2762 2441 2433 2437 2210 2186 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) m2210 f2186 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMMSWMFMDDSD, 2757 2762, 2186 2210, G2, 1, G-1, 3, 5, 7
361, 2758, m, 3069, f, 2210, m, 2186, f, 2758 2267 2608 2265 6985 2174 2173 2186 2210 2436 2433 2441 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 f2173 f2186 m2210 (m2436) f2433 f2441 f3069 , FMMFSDDHFDDD, 2758 3069, 2186 2210, G1, 3, G-2, 1, 8, 4
362, 2758, m, 3069, f, 2210, m, 2186, f, 2758 2267 2608 2265 6985 2174 2173 2186 2210 2437 2433 2441 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 f2173 f2186 m2210 (f2437) f2433 f2441 f3069 , FMMFSDDHMDDD, 2758 3069, 2186 2210, G1, 3, G-2, 1, 8, 4
363, 2758, m, 3069, f, 2210, m, 2186, f, 2758 2267 2608 2265 6986 2174 2173 2186 2210 2436 2433 2441 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 f2173 f2186 m2210 (m2436) f2433 f2441 f3069 , FMMMSDDHFDDD, 2758 3069, 2186 2210, G1, 3, G-2, 1, 8, 4
364, 2758, m, 3069, f, 2210, m, 2186, f, 2758 2267 2608 2265 6986 2174 2173 2186 2210 2437 2433 2441 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 f2173 f2186 m2210 (f2437) f2433 f2441 f3069 , FMMMSDDHMDDD, 2758 3069, 2186 2210, G1, 3, G-2, 1, 8, 4
365, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2173 2183 2191 2802 2527 2526 2607 2605 2219 2217 , m2213 m2171 (f2173) f2183 f2191 m2802 m2527 f2526 (m2607) f2605 m2219 f2217 , FMDDHFMFDSD, 2213 2217, 2191 2802, G0, 2, G0, 3, 5, 6
366, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2173 2183 2191 2802 2527 2526 6117 2605 2219 2217 , m2213 m2171 (f2173) f2183 f2191 m2802 m2527 f2526 (f6117) f2605 m2219 f2217 , FMDDHFMMDSD, 2213 2217, 2191 2802, G0, 2, G0, 3, 5, 6
367, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2172 2726 2264 2187 2191 2802 2527 2526 2607 2605 2219 2217 , m2213 m2171 m2172 (f2726) m2264 m2187 f2191 m2802 m2527 f2526 (m2607) f2605 m2219 f2217 , FFMSSDHFMFDSD, 2213 2217, 2191 2802, G0, 3, G0, 3, 7, 6
368, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2172 2726 2264 2187 2191 2802 2527 2526 6117 2605 2219 2217 , m2213 m2171 m2172 (f2726) m2264 m2187 f2191 m2802 m2527 f2526 (f6117) f2605 m2219 f2217 , FFMSSDHFMMDSD, 2213 2217, 2191 2802, G0, 3, G0, 3, 7, 6
369, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2173 2174 6985 2265 2187 2191 2802 2527 2526 2607 2605 2219 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 m2187 f2191 m2802 m2527 f2526 (m2607) f2605 m2219 f2217 , FMFFDSDHFMFDSD, 2213 2217, 2191 2802, G1, 3, G0, 3, 8, 6
370, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2173 2174 6985 2265 2187 2191 2802 2527 2526 6117 2605 2219 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 m2187 f2191 m2802 m2527 f2526 (f6117) f2605 m2219 f2217 , FMFFDSDHFMMDSD, 2213 2217, 2191 2802, G1, 3, G0, 3, 8, 6
371, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2173 2174 6986 2265 2187 2191 2802 2527 2526 2607 2605 2219 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 m2187 f2191 m2802 m2527 f2526 (m2607) f2605 m2219 f2217 , FMFMDSDHFMFDSD, 2213 2217, 2191 2802, G1, 3, G0, 3, 8, 6
372, 2213, m, 2217, f, 2802, m, 2191, f, 2213 2171 2173 2174 6986 2265 2187 2191 2802 2527 2526 6117 2605 2219 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 m2187 f2191 m2802 m2527 f2526 (f6117) f2605 m2219 f2217 , FMFMDSDHFMMDSD, 2213 2217, 2191 2802, G1, 3, G0, 3, 8, 6
373, 2372, m, 2502, f, 2802, m, 2191, f, 2372 2360 2527 2802 2191 2183 2173 2962 6987 6220 2498 2497 2502 , m2372 f2360 (m2527) m2802 f2191 f2183 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 , MFSWMMMFSSDD, 2372 2502, 2191 2802, G1, 1, G0, 4, 4, 8
374, 2372, m, 2502, f, 2802, m, 2191, f, 2372 2360 2530 2802 2191 2183 2173 2962 6987 6220 2498 2497 2502 , m2372 f2360 (f2530) m2802 f2191 f2183 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 , MMSWMMMFSSDD, 2372 2502, 2191 2802, G1, 1, G0, 4, 4, 8
375, 2372, m, 2502, f, 2802, m, 2191, f, 2372 2360 2527 2802 2191 2183 2173 2962 6988 6220 2498 2497 2502 , m2372 f2360 (m2527) m2802 f2191 f2183 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 , MFSWMMMMSSDD, 2372 2502, 2191 2802, G1, 1, G0, 4, 4, 8
376, 2372, m, 2502, f, 2802, m, 2191, f, 2372 2360 2530 2802 2191 2183 2173 2962 6988 6220 2498 2497 2502 , m2372 f2360 (f2530) m2802 f2191 f2183 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 , MMSWMMMMSSDD, 2372 2502, 2191 2802, G1, 1, G0, 4, 4, 8
377, 2388, m, 2392, f, 2802, m, 2191, f, 2388 2361 2739 2264 2187 2191 2802 2527 2526 2607 2605 2499 2497 2392 , m2388 f2361 f2739 (m2264) m2187 f2191 m2802 m2527 f2526 (m2607) f2605 f2499 f2497 f2392 , MMFSDHFMFDDDD, 2388 2392, 2191 2802, G1, 2, G-1, 3, 6, 7
378, 2388, m, 2392, f, 2802, m, 2191, f, 2388 2361 2739 2264 2187 2191 2802 2527 2526 6117 2605 2499 2497 2392 , m2388 f2361 f2739 (m2264) m2187 f2191 m2802 m2527 f2526 (f6117) f2605 f2499 f2497 f2392 , MMFSDHFMMDDDD, 2388 2392, 2191 2802, G1, 2, G-1, 3, 6, 7
379, 2398, m, 2395, f, 2802, m, 2191, f, 2398 3040 2739 2264 2187 2191 2802 2527 2526 2607 2605 2499 2362 2395 , m2398 m3040 f2739 (m2264) m2187 f2191 m2802 m2527 f2526 (m2607) f2605 f2499 m2362 f2395 , FMFSDHFMFDDSD, 2395 2398, 2191 2802, G1, 2, G-1, 3, 6, 7
380, 2398, m, 2395, f, 2802, m, 2191, f, 2398 3040 2739 2264 2187 2191 2802 2527 2526 6117 2605 2499 2362 2395 , m2398 m3040 f2739 (m2264) m2187 f2191 m2802 m2527 f2526 (f6117) f2605 f2499 m2362 f2395 , FMFSDHFMMDDSD, 2395 2398, 2191 2802, G1, 2, G-1, 3, 6, 7
381, 2802, m, 2191, f, 2404, m, 2399, f, 2802 2527 2526 2607 2605 2219 2404 2399 2363 2173 2183 2191 , m2802 m2527 f2526 (m2607) f2605 m2219 m2404 f2399 m2363 (f2173) f2183 f2191 , FMFDSSWFMDD, 2191 2802, 2399 2404, G0, 3, G0, 2, 7, 4
382, 2802, m, 2191, f, 2404, m, 2399, f, 2802 2527 2526 6117 2605 2219 2404 2399 2363 2173 2183 2191 , m2802 m2527 f2526 (f6117) f2605 m2219 m2404 f2399 m2363 (f2173) f2183 f2191 , FMMDSSWFMDD, 2191 2802, 2399 2404, G0, 3, G0, 2, 7, 4
383, 2802, m, 2191, f, 2404, m, 2399, f, 2802 2527 2526 2607 2605 2219 2404 2399 2363 2964 2183 2191 , m2802 m2527 f2526 (m2607) f2605 m2219 m2404 f2399 m2363 (m2964) f2183 f2191 , FMFDSSWFFDD, 2191 2802, 2399 2404, G0, 3, G0, 2, 7, 4
384, 2802, m, 2191, f, 2404, m, 2399, f, 2802 2527 2526 6117 2605 2219 2404 2399 2363 2964 2183 2191 , m2802 m2527 f2526 (f6117) f2605 m2219 m2404 f2399 m2363 (m2964) f2183 f2191 , FMMDSSWFFDD, 2191 2802, 2399 2404, G0, 3, G0, 2, 7, 4
385, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 2607 2526 2527 2802 2191 2187 2265 6985 2174 2173 2363 2399 , m2404 m2219 f2605 (m2607) f2526 m2527 m2802 f2191 m2187 f2265 (m6985) m2174 f2173 m2363 f2399 , FMFDSSWFMFSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
386, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 6117 2526 2527 2802 2191 2187 2265 6985 2174 2173 2363 2399 , m2404 m2219 f2605 (f6117) f2526 m2527 m2802 f2191 m2187 f2265 (m6985) m2174 f2173 m2363 f2399 , FMMDSSWFMFSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
387, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 2607 2526 2527 2802 2191 2187 2265 6986 2174 2173 2363 2399 , m2404 m2219 f2605 (m2607) f2526 m2527 m2802 f2191 m2187 f2265 (f6986) m2174 f2173 m2363 f2399 , FMFDSSWFMMSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
388, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 6117 2526 2527 2802 2191 2187 2265 6986 2174 2173 2363 2399 , m2404 m2219 f2605 (f6117) f2526 m2527 m2802 f2191 m2187 f2265 (f6986) m2174 f2173 m2363 f2399 , FMMDSSWFMMSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
389, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2187 2264 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 m2187 (m2264) f2608 m2267 f2460 , MMMDSWFFDSD, 2458 2460, 2191 2802, G1, 2, G-1, 2, 6, 5
390, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2187 2265 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 m2187 (f2265) f2608 m2267 f2460 , MMMDSWFMDSD, 2458 2460, 2191 2802, G1, 2, G-1, 2, 6, 5
391, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2183 2173 2174 6985 2265 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 f2183 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 , MMMDSWMMFFDDSD, 2458 2460, 2191 2802, G1, 2, G0, 4, 6, 8
392, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2183 2173 2174 6986 2265 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 f2183 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 , MMMDSWMMFMDDSD, 2458 2460, 2191 2802, G1, 2, G0, 4, 6, 8
393, 2802, m, 2191, f, 2462, m, 2465, f, 2802 2527 2526 2607 2605 2219 2462 2465 2176 2174 2173 2183 2191 , m2802 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 m2176 (m2174) f2173 f2183 f2191 , FMFDSSWFFDDD, 2191 2802, 2462 2465, G0, 3, G-1, 2, 7, 5
