Anel, Ego, SxEgo, Alter, SxAlter, Percurso, BarryPercurso, Parente, Casal, Geração, Lateral, Cnx
507, 1250, m, 1264, f, 1250 1050 1040 1005 1105 1007 1017 1029 1264 , m1250 f1050 f1040 m1005 (m1105) m1007 m1017 f1029 f1264 , MMFFSSDD, 1250 1264, G0, 4, 8
508, 1250, m, 1264, f, 1250 1050 1040 1005 1105 1007 1018 1064 1264 , m1250 f1050 f1040 m1005 (m1105) m1007 f1018 m1064 f1264 , MMFFSDSD, 1250 1264, G0, 4, 8
509, 1458, m, 1459, f, 1458 1032 1008 1001 1011 1031 1059 1459 , m1458 m1032 m1008 (m1001) f1011 f1031 f1059 f1459 , FFFDDDD, 1458 1459, G-1, 3, 7
510, 1458, m, 1459, f, 1458 1034 1008 1001 1011 1031 1059 1459 , m1458 f1034 m1008 (m1001) f1011 f1031 f1059 f1459 , MFFDDDD, 1458 1459, G-1, 3, 7
511, 1458, m, 1459, f, 1458 1032 1011 1001 1008 1031 1059 1459 , m1458 m1032 f1011 (m1001) m1008 f1031 f1059 f1459 , FMFSDDD, 1458 1459, G-1, 3, 7
512, 1458, m, 1459, f, 1458 1034 1011 1001 1008 1031 1059 1459 , m1458 f1034 f1011 (m1001) m1008 f1031 f1059 f1459 , MMFSDDD, 1458 1459, G-1, 3, 7
513, 1458, m, 1459, f, 1458 1032 1008 1002 1011 1031 1059 1459 , m1458 m1032 m1008 (f1002) f1011 f1031 f1059 f1459 , FFMDDDD, 1458 1459, G-1, 3, 7
514, 1458, m, 1459, f, 1458 1034 1008 1002 1011 1031 1059 1459 , m1458 f1034 m1008 (f1002) f1011 f1031 f1059 f1459 , MFMDDDD, 1458 1459, G-1, 3, 7
515, 1458, m, 1459, f, 1458 1032 1011 1002 1008 1031 1059 1459 , m1458 m1032 f1011 (f1002) m1008 f1031 f1059 f1459 , FMMSDDD, 1458 1459, G-1, 3, 7
516, 1458, m, 1459, f, 1458 1034 1011 1002 1008 1031 1059 1459 , m1458 f1034 f1011 (f1002) m1008 f1031 f1059 f1459 , MMMSDDD, 1458 1459, G-1, 3, 7
517, 1458, m, 1459, f, 1458 1032 1008 1031 1059 1459 , m1458 m1032 (m1008) f1031 f1059 f1459 , FFDDD, 1458 1459, G-1, 2, 5
518, 1458, m, 1459, f, 1458 1034 1008 1031 1059 1459 , m1458 f1034 (m1008) f1031 f1059 f1459 , MFDDD, 1458 1459, G-1, 2, 5
519, 1458, m, 1459, f, 1458 1032 1011 1031 1059 1459 , m1458 m1032 (f1011) f1031 f1059 f1459 , FMDDD, 1458 1459, G-1, 2, 5
520, 1458, m, 1459, f, 1458 1034 1011 1031 1059 1459 , m1458 f1034 (f1011) f1031 f1059 f1459 , MMDDD, 1458 1459, G-1, 2, 5
